sold_date|city|num_bed|year_built|askprice|longtitude|num_room|num_bath|living_area|data_code|address|latitude|property_type|num_parking|sellingprice
|Griffintown|2| 2013|549000|-73.559524399999980000|4|2||558991|703-297, rue du Shannon|45.495070899999990000|Condo|1|
|Ville-Marie (Centre-Ville et Vieux Mtl)|3||512000|-73.553459100000000000||1||557010|5150, boulevard de l'Assomption - Cité Nature|45.571242000000000000|Condo||
|Pointe-Aux-Trembles / Montréal-Est|2| 1998|229900|-73.492515599999990000|4|1||556777|1053, rue Irène Sénécal|45.694492600000000000|Condo|1|
|Pierrefonds / Roxboro|1||181000|-73.904199388360610000||1||530468|Condo Héritage P4 - 19403 rue du Sulky (coin Palomino), unité 107|45.455919077272660000|Condo|1|
|Pierrefonds / Roxboro|2||256000|-73.904177930688490000||||530458|Condo Héritage P4 - 19403 rue du Sulky (coin Palomino), unité 202|45.455904025619150000|Condo|1|
|Mercier / Hochelaga / Maisonneuve|2| 2013|234900|-73.544624447931710000||1|91.04|471651|2561, rue Sicard, unité 1|45.558715558302580000|Condo||
|Griffintown|2| 2014|745000|-73.556411799999980000|5|2||557892|1206-1085, rue Smith|45.492783300000000000|Condo|1|
|Le Sud-Ouest|3||485000|-73.599922800000000000||1||560281|6339, rue Hurteau|45.454383300000000000|Duplex||
|Mercier / Hochelaga / Maisonneuve|2||395000|-73.516420600000000000||1||557007|2127,2129, avenue Mercier|45.597140499999990000|Duplex||
|Le Sud-Ouest|1| 1990|282000|-73.572470619049050000|3|1||558885|302-2270, rue Notre-Dame Ouest|45.484340347619930000|Condo||
|Lasalle|2| 1988|254900|-73.643164769311510000|5|1||542742|4-9431, rue Clément|45.432729747111450000|Condo|1|
|Lasalle|||589000|-73.636266499999970000|11|2|148.46|558355|8373, rue Hardy|45.435566700000000000|Jumelé||
|Rivière des Prairies|| 2011|419900|-73.547177900000010000|9|2|161.19|555298|10544, rue Beaumarchais|45.660293600000000000|Jumelé||
|Mercier / Hochelaga / Maisonneuve|4||559000|-73.514068899999980000||1||552406|1873, rue Honoré-Beaugrand|45.590050000000010000|Triplex||
|Ahuntsic / Cartierville|2| 1993|272800|-73.669676799999990000|5|1|97.55|560031|503-10100, rue Paul Comtois|45.537392000000000000|Condo|1|
|Dorval / L'Île Dorval|1| 2014|214380|-73.727669221704100000||1||559192|500, avenue Mousseau-Vermette #307|45.447067622225270000|Condo|1|
|Le Plateau-Mont-Royal|2| 2007|324999|-73.604780200000000000|4|1|75.07|558925|401-225, rue Bernard Ouest|45.524678100000000000|Condo||
|Villeray / St-Michel / Parc-Extension|4| 1910|799000|-73.614063199999970000|10|2|162.58|559272|7220, rue Boyer|45.542155000000000000|Condo||
|Le Plateau-Mont-Royal|2||305536|-73.584548234939580000||1||554334|5360, avenue Papineau, unité/unit 204 - Les Cours du Plateau Masson|45.537782964885890000|Condo||
|Mercier / Hochelaga / Maisonneuve|| 1993|329500|-73.521440200000030000|9|1|119.69|196649|2921, rue Aubry|45.609018800000000000|Maison en rangée / de ville||
|Pointe-Aux-Trembles / Montréal-Est|2| 1991|171500|-73.493420899999990000|5|1|79.90|557583|10-925, rue Oscar Benoît|45.651226400000000000|Condo||
|Outremont|2| 1998|520000|-73.620078600000000000|5|1|135.27|555070|970, rue McEachran, app. 113|45.519680200000000000|Condo||
|Griffintown|2| 2103|379000|-73.558537800000010000|4|1||413925|303-1642, rue Mullins|45.483434000000000000|Condo|1|
|Ville-Marie (Centre-Ville et Vieux Mtl)|2| 2003|421000|-73.565143400000010000|5|1|94.02|558412|401-1315, rue Notre-Dame Ouest|45.492742400000000000|Condo|1|
|Mercier / Hochelaga / Maisonneuve|||500000|-73.551837600000000000|15|2|156.36|556615|2668, rue Charlemagne|45.552051200000000000|Maison en rangée / de ville||
|Villeray / St-Michel / Parc-Extension|1| 2007|167000|-73.597221499999990000|3|1|65.96|531365|2-7360, avenue Léonard de Vinci|45.564628100000000000|Condo||
|Verdun|2| 2009|339000|-73.577044000000000000||2|91.79|560216|207-1000, rue Gordon|45.461328200000000000|Condo|1|
|Pierrefonds / Roxboro|3||426000|-73.904306676721200000||1||530475|Condo Héritage P4 - 19403 rue du Sulky (coin Palomino, unité 306)|45.455858870634510000|Condo|1|
|L'Ile Des Soeurs|2| 2013|352000|-73.537105321884160000|4|1||556388|299, rue de la Rotonde, app. 404|45.472579811985290000|Condo|1|
|Ville-Marie (Centre-Ville et Vieux Mtl)|3| 1999|375000|-73.559850454330390000|6|1| 97.6|553508|7-1825, rue de la Visitation|45.521512747662804000|Condo||
|Rosemont / La Petite Patrie|2| 2012|295000|-73.574889600000000000|4|1||552954|2-5989, 23e avenue|45.561927300000000000|Condo||
|Côte-des-Neiges / Notre-Dame-de-Grâce|4| 1950|279000|-73.627975999999990000|4|1||561177|4-4355, avenue St-Kevin|45.494622000000000000|Condo||
|Villeray / St-Michel / Parc-Extension|3| 2014|349900|-73.592779700000000000||1||562356|201-7143, 18e avenue|45.563508000000000000|Condo||
|Griffintown|1| 2012|289000|-73.559223500000030000|4|1|52.77|559383|303-300, rue Ann|45.495234000000000000|Condo|1|
|Saint-Léonard|| 2007|379000|-73.620466636462420000|10|1|153.29|559085|5193, rue J.-B.-Martineau|45.594116831493864000|Maison en rangée / de ville||
|Saint-Laurent|3| 2006|549000|-73.716391999999980000|9|2|160.44|560631|406-3015, avenue Ernest Hemingway|45.507558800000000000|Condo|2|
|Pierrefonds / Roxboro|2| 2011|276000|-73.831172600000000000|7|1|100.34|511977|403-5282, rue du Sureau|45.515005200000000000|Condo|1|
|Dollard-Des-Ormeaux|3||349000|-73.837913299999970000|7|2|119.19|556219|364, rue Roger Pilon|45.483730700000000000|Jumelé||
|Griffintown|2||250592|-73.562875986099240000||1||562028|District Griffin Sur le Parc, Phase 5 - Unité 201|45.488493744430540000|Condo||
|Mercier / Hochelaga / Maisonneuve|| 1900|384900|-73.529360699999980000|8|1|128.67|560018|570, rue Viau|45.557149200000000000|Maison 2 étages||
|Mercier / Hochelaga / Maisonneuve|1| 2014|149900|-73.544390201568600000||1||563225|Quartier M Condos - G101, PAR MONDEV|45.553546999475280000|Condo||
|Verdun|2| 2012|229900|-73.577748100000010000||1|77.57|561815|1049, 4e avenue|45.457290610411896000|Condo||
|Ville-Marie (Centre-Ville et Vieux Mtl)|1| 1988|239000|-73.575418000000010000|6|1| 58.7|539695|842-1055, rue Saint-Mathieu|45.492258000000000000|Condo||
|Griffintown|2||403000|-73.559142351150510000||2||562027|District Griffin sur Peel, Phase 4 - Unité/Unit 1811|45.493878864658730000|Condo||
|Rosemont / La Petite Patrie|3||399999|-73.565261500000020000|10|2|87.33|558844|6350, rue Chatelain|45.576690500000000000|Condo||
|Le Plateau-Mont-Royal|2| 1996|269000|-73.574822199999970000|5|1|83.89|323692|3842, avenue Laval|45.518085800000010000|Condo||
|Le Sud-Ouest|2| 1984|324000|-73.574039500000020000|4|1|82.22|205616|2350, rue Workman|45.484305800000000000|Condo|1|
|Le Plateau-Mont-Royal|| 1900|579000|-73.590020200000030000|4|1|96.06|555463|5040, rue le Jeune|45.525269800000000000|Maison en rangée / de ville||
|Kirkland|| 2006|392500|-73.886912400000030000|9|2|160.16|417063|128, place Gérard Guindon|45.438383100000000000|Jumelé||
|Pointe-Aux-Trembles / Montréal-Est|2| 1999|158000|-73.493832114233440000|6|1|78.97|560441|16053, rue Forsyth|45.694383836126540000|Condo||
|Griffintown|2||350000|-73.559120893478400000||1||562026|District Griffin Sur Peel, Phase 3 - Unité 1503|45.493923989189106000|Condo||
|Villeray / St-Michel / Parc-Extension|3| 2014|334900|-73.592753700000000000||1||559131|101-7143, 18e avenue|45.563496600000000000|Condo||
|Villeray / St-Michel / Parc-Extension|2| 2006|294000|-73.595435000000010000|4|1|89.89|558018|7311, 18e avenue|45.564809600000000000|Condo|1|
|Anjou|1| 2014|179500|-73.531024399999980000||1||557351|3800, rue des Ormeaux|45.604663100000000000|Condo||
|Le Plateau-Mont-Royal|1| 1984|234000|-73.564006700000000000|3|1| 57.65|555138|2452, rue Rachel Est|45.536297700000000000|Condo|1|
|Rosemont / La Petite Patrie|2| 2006|299000|-73.567845499999980000|5|1|78.37|515729|3035, rue Gilford|45.547179600000000000|Condo|1|
|Le Sud-Ouest|1| 2014|185000|-73.557958999999980000||1||561805|LOWNEY SUR VILLE PHASE 2 - Unité/unit 629|45.495425399999990000|Condo||
|Pointe-Aux-Trembles / Montréal-Est|3||369000|-73.499763100000000000||1||560190|1818-1820 52 ième avenue|45.670561300000000000|Duplex||
|Côte-des-Neiges / Notre-Dame-de-Grâce|1||180000|-73.621871400000030000||1||550209|Le Beaumont NDG - Bureau des ventes/Sales Office: 5511 Avenue de Monkland|45.476685100000000000|Condo||
|Rosemont / La Petite Patrie|2| 2008|399000|-73.564125100000010000|5|1|98.01|510284|8-4295, rue André Laurendeau|45.543489600000000000|Condo|1|
|Saint-Laurent|2| 2013|349000|-73.698595200000000000|4|1||559021|751-2240, boulevard Thimens|45.508314500000000000|Condo|1|
|Villeray / St-Michel / Parc-Extension|||715000|-73.630333800000020000||4||561374|8321-8321A-8319A-8319 avenues des belges|45.546304700000000000|Triplex||
|Mercier / Hochelaga / Maisonneuve|2| 2010|197900|-73.535209200000000000|4|1||458901|9497, rue Jean-Pierre Ronfard|45.613345700000000000|Condo||
|Mercier / Hochelaga / Maisonneuve|3| 1947|374500|-73.512953700000030000|6|1|120.77|537270|7880, rue la Fontaine|45.589105600000000000|Maison 2 étages||
|Pierrefonds / Roxboro|| 1986|325000|-73.870273800000000000|7|1|113.10|562269|17322, rue Thomas Baillargé|45.459112000000000000|Maison à paliers multiples||
|Lachine|| 1989|449000|-73.696369699999990000|8|1|141.21|561438|3512, rue Edgard-Leduc|45.446777600000000000|Maison en rangée / de ville||
|Saint-Laurent|| 1957|419000|-73.704288700000000000|10|2||560745|11845, boulevard Saint-Germain|45.529884800000000000|Jumelé||
|Rosemont / La Petite Patrie|1| 2008|255000|-73.600296530688470000|3|1|61.78|560746|3-6252, rue Saint-André|45.535684760700510000|Condo||
|Lachine|1| 2010|158900|-73.665745700000000000|3|1|47.10|559072|730, 2e avenue|45.442442100000000000|Condo||
|Le Sud-Ouest|1| 2013|265900|-73.594756400000000000||1|84.17|562520|200 Rue Bourget - Bureau des ventes|45.461932500000000000|Condo||
|Saint-Laurent|2| 2000|335800|-73.705528599999980000|7|1||562110|1793, boulevard Alexis-Nihon|45.512709000000000000|Condo|1|
|Villeray / St-Michel / Parc-Extension|2||344000|-73.621946200000020000|4|1||561387|304-7080, rue Hutchison|45.529343700000000000|Condo|1|
|Mercier / Hochelaga / Maisonneuve|2| 2011|228000|-73.543053900000020000|5|1|75.72|561588|8-2135, avenue Charlemagne|45.549452000000000000|Condo||
|Ahuntsic / Cartierville|7||693000|-73.638840500000010000||5||556633|8772, rue Lajeunesse|45.546673299999990000|Quintuplex||
|Montréal-Nord|2||353000|-73.626692699999980000||3||561288|10768, avenue Pigeon|45.594936800000000000|Duplex||
|Lachine|1| 2012|174000|-73.681261200000000000|3|1||536422|110-460, 19e avenue|45.437961800000000000|Condo||
|Le Sud-Ouest|4| 1910|460000|-73.582903300000000000|7|2|152.64|560472|1507, avenue de l'Eglise|45.463500499999990000|Condo||
|Rosemont / La Petite Patrie|2| 2011|235000|-73.571036400000030000||1||561730|101-5115, 8e avenue|45.548245000000000000|Condo||
|Mercier / Hochelaga / Maisonneuve|3| 2006|254000|-73.518430700000010000|5|1| 99|562344|2-2554, rue Paul Pau|45.605769800000000000|Condo||
|Le Plateau-Mont-Royal|2| 1901|559000|-73.579993699999990000|4|1|111.48|546715|4445, rue Saint-André|45.526156000000000000|Condo||
|Ahuntsic / Cartierville|2| 2008|192900|-73.719441890716550000|4|1|77.11|364560|208-12152, rue Lachapelle|45.529395719193480000|Condo||
|Villeray / St-Michel / Parc-Extension|| 1929|309000|-73.634999699999980000|5|1|74.32|560535|8509, rue Lajeunesse|45.545607000000000000|Condo||
|Le Plateau-Mont-Royal|8| 1910|678000|-73.573441207408900000|12|2|297.29|352886|1217, rue Rachel Est|45.526657005084870000|Maison en rangée / de ville||
|Ste-Anne-De-Bellevue|| 2003|369900|-73.953386599999990000|8|1|137.12|560137|67, rue Elmo Deslauriers|45.407879800000000000|Maison en rangée / de ville||
|Pointe-Aux-Trembles / Montréal-Est|4||249000|-73.487210099999970000||2||462824|16106 à 16108, rue Delphis Delorme|45.697099500000000000|Duplex||
|Le Sud-Ouest|| 1890|879000|-73.562943500000020000|9|1|196.21|554260|2625, rue de Rushbrooke|45.474355200000000000|Maison 2 étages||
|Ville-Marie (Centre-Ville et Vieux Mtl)|3| 2014|799000|-73.563227900000020000||2||561182|2101-495, avenue Viger Ouest, Ville-Marie (Centre-Ville et Vieux Mtl), H2Z 0B1, Québec|45.502235400000000000|Condo||
|Lasalle|2||300000|-73.595137596130370000||1|112.41|306417|7720, rue Edouard|45.428726496973370000|Condo||
|Ville-Marie (Centre-Ville et Vieux Mtl)|1| 2008|245000|-73.558525443077090000|3|1|73.49|554121|204-2244, rue Harmony|45.531632440281470000|Condo||
|Mercier / Hochelaga / Maisonneuve|| 1956|534000|-73.544221999999990000|10|1|109.25|558897|5275, rue des Groseilliers|45.591078800000000000|Bungalow||
|Villeray / St-Michel / Parc-Extension|2||599900|-73.601706600000000000||1||552902|6994, avenue des Érables|45.549518100000010000|Triplex||
|Le Plateau-Mont-Royal|2| 1900|388000|-73.581725099999970000|6|1| 103.40|462807|4112B, rue Saint-Urbain|45.516298400000000000|Condo||
|Saint-Laurent|| 2014|299900|-73.710335399999960000||1||555238|2200, rue Harriet-Quimby|45.512292900000000000|Condo||
|Rosemont / La Petite Patrie|2| 2014|364500|-73.561718499999980000||1|96.99|557630|U 31 -  Unité 102 - 3100, rue Rachel Est|45.542892200000000000|Condo||
|Rosemont / La Petite Patrie|3| 1996|395000|-73.563981599999980000|7|1|122.63|510462|6-4672, rue Henri Deslongchamps|45.553007099999990000|Condo|1|
|Le Plateau-Mont-Royal|2||195125|-73.583820000000000000||1||561600|5360, avenue Papineau, unité/unit 208 - Les Cours du Plateau Masson|45.536974900000000000|Condo||
|Mercier / Hochelaga / Maisonneuve|1| 2005|225000|-73.544223699999970000|3|1|73.95|389580|1971, rue de Chambly|45.545600900000000000|Condo|1|
|Ville-Marie (Centre-Ville et Vieux Mtl)|3||597000|-73.553459100000000000||1||557015|5150, boulevard de l'Assomption - Cité Nature- Penthouse|45.571242000000000000|Penthouse||
|Mont-Royal|| 1923|889000|-73.646246300000030000|8|1||556021|28, avenue Jasper|45.518687100000000000|Jumelé||
|Le Plateau-Mont-Royal|2| 2000|438000|-73.587667899999990000||1||561357|403-4530, rue Clark|45.519901500000000000|Condo|1|
|Outremont|| 1998|749000|-73.613893099999980000|7|1|175.96|555359|887, avenue de L'Épée|45.523914600000000000|Maison en rangée / de ville||
|Rosemont / La Petite Patrie|||799000|-73.601573100000000000||||553490|6665, rue de Lanaudière|45.541900700000000000|6 unités ou plus||
|Mercier / Hochelaga / Maisonneuve|2| 2009|209000|-73.532120299999970000|5|1|72.00|510449|205-6605, boulevard Hochelaga|45.579397700000000000|Condo||
|Griffintown|2||371000|-73.562692099999990000||1||558398|Le Nordelec - Loft D13|45.485610300000000000|Loft||
|Rosemont / La Petite Patrie|3| 1951|449800|-73.569071800000020000|9|1|139.35|425877|4905, rue de Bellechasse|45.569339799999990000|Maison 2 étages||
|Rosemont / La Petite Patrie|2||367000|-73.585532100000020000||2||551269|6900-6902, 25e avenue|45.566545200000000000|Duplex||
|Mercier / Hochelaga / Maisonneuve|2| 2009|399900|-73.545790200000000000|6|1||558915|404-2281, avenue Desjardins|45.552933900000000000|Condo|1|
|Mercier / Hochelaga / Maisonneuve|1| 2007|220000|-73.535600999999990000|3|1|68.01|556875|200-4951, rue Ontario Est|45.559650100000000000|Condo|1|
|Pointe-Aux-Trembles / Montréal-Est|| 1977|389900|-73.498123299999970000|10|2|154.50|554277|1115, boulevard de la Rousselière|45.668374600000000000|Maison à un étage et demi||
|Lachine|| 2012|249000|-73.683565100000010000|4|1|99.41|555693|109-2125, rue Remembrance|45.437727300000000000|Condo||
|Rosemont / La Petite Patrie|1| 2008|249900|-73.571510399999960000|3|1||480316|4-3595, rue Masson|45.554280000000000000|Condo|1|
|Pierrefonds / Roxboro|3| 1964|318000|-73.878037899999980000|10|1|111.48|557537|4762, rue Meloche|45.462196500000000000|Bungalow||
|Rosemont / La Petite Patrie|2| 2004|295000|-73.617483699999980000||1|87.33|557478|1-193, avenue Mozart Ouest|45.531254700000000000|Condo||
|Villeray / St-Michel / Parc-Extension|||469999|-73.627922599999970000||||206971|st hubert|45.546945500000000000|Triplex||
|Rosemont / La Petite Patrie|2||685000|-73.604117799999980000||1||475524|6763-65-67, rue Chambord|45.542004500000000000|Triplex||
|Côte-des-Neiges / Notre-Dame-de-Grâce|| 1934|820000|-73.627877484933490000|10|2|202.90|552916|4110, avenue West Hill|45.466106609591060000|Maison 2 étages||
|Rosemont / La Petite Patrie|2| 2007|397500|-73.565924300000000000|5|1|107.30|545280|6-4395, rue André-Laurendeau|45.544095899999990000|Condo|1|
|Griffintown|| 2013|239000|-73.556411799999980000|3|1|52.21|556867|1202-1085, rue Smith|45.492783300000000000|Condo|100|
|Ahuntsic / Cartierville|3| 1965|305000|-73.660006000000010000|6|1| 90.70|556513|2230, avenue Étienne-Brûlé|45.574370200000000000|Condo||
|Mercier / Hochelaga / Maisonneuve|3| 2014|444900|-73.541623864587400000||1||454779|9340, rue Robitaille - Faubourg Contrecoeur|45.613121519278340000|Jumelé||
|Mercier / Hochelaga / Maisonneuve|3| 2014|275400|-73.535915600000010000||1|147.53|549212|Faubourg Contrecoeur, Phase IV - 4790, Rue de Contrecœur, unité M9 D10|45.612977300000000000|Maison en rangée / de ville||
|Côte-des-Neiges / Notre-Dame-de-Grâce|6||675000|-73.624571699999990000||4||556129|5250-5252, rue Saranac|45.482311300000000000|Duplex||
|Lasalle|4||499000|-73.589729700000020000||3||552973|7567-7569, boulevard Lasalle|45.432140000000000000|Duplex||
|Lachine|4||427000|-73.679507800000010000||2||555228|1760-1764 rue Victoria|45.436227400000000000|Duplex||
|Rosemont / La Petite Patrie|2| 2014|259900|-73.571536600000000000||1||511515|5320, 12e avenue, unité 0.1|45.551055500000000000|Condo||
|Le Plateau-Mont-Royal|3| 1999|465000|-73.581340312957760000|6|1||416717|E-1281, rue Gilford|45.531124375744660000|Condo||
|Saint-Laurent|| 2014|659500|-73.713496200000010000||2||555239|2274, rue du Borée|45.515551599999990000|Maison en rangée / de ville||
|Dorval / L'Île Dorval|1| 2011|208400|-73.726210100000000000|3|1||555381|3316-479, Mousseau-Vermette|45.446616000000000000|Condo|1|
|Ville-Marie (Centre-Ville et Vieux Mtl)|1| 1910|199500|-73.552891300000000000|5|1|62.71|557477|2223, rue Florian|45.538129800000000000|Condo||
|Montréal-Nord|3| 1981|285000|-73.620883499999990000|6|1|102.75|557444|902-6905, boulevard Gouin Est|45.628201600000000000|Condo|1|
|Griffintown|2| 2014|298000|-73.557917313082730000||1||554638|Le mMurray Griffintown - 164, rue Murray, unité 613|45.492148102037020000|Condo||
